76,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Men,Freestyle,50,m,Prelim,9 Oct 2018 - 2:00,51,BARRY Omar Fadel Bengali,2000,18,Burkina Faso,32.44,267,190
77,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Men,Freestyle,50,m,Prelim,9 Oct 2018 - 2:00,52,AKUE Andres,2001,17,Equatorial Guinea,32.61,263,181
78,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Men,Freestyle,50,m,Prelim,9 Oct 2018 - 2:00,53,BARRY Amadou Macka,2003,15,Guinea,32.90,256,226
79,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Men,Freestyle,50,m,Prelim,9 Oct 2018 - 2:00,54,BOYENGUE Eddie Corneille,2001,17,Congo,37.28,176,1
80,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,1,SEEMANOVA Barbora,2000,18,Czech Republic,25.14,834,719
81,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,2,YAMAMOTO Mayuka,2000,18,Japan,25.39,810,696
82,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,3,KLANCAR Neza,2000,18,Slovenia,25.47,802,689
83,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,3,YANG Junxuan,2002,16,China,25.47,802,726
84,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,5,MC SHARRY Mona,2000,18,Ireland,25.54,796,682
85,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,6,PETKOVA Diana,2000,18,Bulgaria,25.56,794,680
86,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,7,DOUGLASS Katherine C,2001,17,United States,25.83,769,658
87,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Final,12 oct 2018,8,KLEVANOVICH Elizaveta,2001,17,Russia,26.05,750,638
88,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,1,SEEMANOVA Barbora,2000,18,Czech Republic,25.33,815,701
89,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,2,MC SHARRY Mona,2000,18,Ireland,25.42,807,693
90,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,3,YANG Junxuan,2002,16,China,25.43,806,730
91,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,4,KLANCAR Neza,2000,18,Slovenia,25.47,802,689
92,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,5,PETKOVA Diana,2000,18,Bulgaria,25.53,796,683
93,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,6,DOUGLASS Katherine C,2001,17,United States,25.57,793,681
94,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,7,YAMAMOTO Mayuka,2000,18,Japan,25.62,788,675
95,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,8,KLEVANOVICH Elizaveta,2001,17,Russia,25.74,777,666
96,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Semifinal,11 Oct 2018 - 8:00,9,FIEDKIEWICZ Kornelia,2001,17,Poland,25.76,775,664
